ids,street,locale
060374822012_060374826003,East Graves Avenue,Monterey Park
060374817122_060374822011,East Garvey Avenue,Monterey Park
060374817141_060374822011,Garvey Avenue,Monterey Park
060374817142_060374822011,East Garvey Avenue,Monterey Park
060374822011_060374822022,South Alhambra Avenue,Monterey Park
060374822011_060374822021,South Alhambra Avenue,Monterey Park
060375702041_060375702042,Obispo Avenue,Long Beach
060375701002_060375702042,North Paramount Boulevard,Long Beach
060375702032_060375702042,North Obispo Avenue,Long Beach
060375702031_060375702042,North Obispo Avenue,Long Beach
060375701002_060375702041,Obispo Avenue,Long Beach
060375701001_060375702041,Downey Avenue,Long Beach
060375702032_060375702041,North Obispo Avenue,Long Beach
060375702031_060375702041,Downey Avenue,Bellflower
060375543022_060375702041,Ramona Street,Bellflower
060379108111_060379110013,Alimony Road,Pearblossom
060379108111_060379303012,Santa Clara Divide Road,Palmdale
060379108111_060379303011,Angeles Forest Highway,Palmdale
060376018021_060376018022,West 104th Street,Lennox
060376018011_060376018021,Prairie Avenue,Inglewood
060376018012_060376018021,West 104th Street,Lennox
060376015011_060376018022,West 104th Street,Lennox
060376018011_060376018022,West 104th Street,Lennox
060376018012_060376018022,West 104th Street,Lennox
060375433064_060379800141,Alameda Street,Carson
060375723012_060379800141,West Spring Street,Long Beach
060379800021_060379800141,San Diego Freeway,Carson
060375440021_060379800141,San Diego Freeway,Long Beach
060372643011_060372643012,South Westgate Avenue,Los Angeles
060372641031_060372643011,Darlington Avenue,Los Angeles
060372643011_060372643021,Montana Avenue,Los Angeles
060372640002_060372643011,Montana Avenue,Los Angeles
060374808041_060374808042,North Primrose Avenue,Alhambra
060374805002_060374808041,West Alhambra Road,Alhambra
060374803032_060374808041,West Main Street,Alhambra
060374807042_060374808041,Primrose Avenue,South Pasadena
060374804003_060374808041,North Bushnell Avenue,Alhambra
060374808041_060374809011,North Raymond Avenue,Alhambra
060374805002_060374808042,Primrose Avenue,South Pasadena
060372011203_060374808042,Huntington Drive North,Los Angeles
060374807042_060374808042,Primrose Avenue,South Pasadena
060374808031_060374808042,Palatine Drive,Alhambra
060374808042_060374809011,North Raymond Avenue,Alhambra
060374317004_060374317005,West Lemon Avenue,Arcadia
060374317001_060374317005,West Naomi Avenue,Arcadia
060374317003_060374317005,Holly Avenue,Arcadia
060374317002_060374317005,Holly Avenue,Arcadia
060374307242_060374317005,West Duarte Road,Arcadia
060374317005_060374318001,West Camino Real Avenue,Arcadia
060374317003_060374317004,West Las Flores Avenue,Arcadia
060374316002_060374317004,West Longden Avenue,Arcadia
060374316003_060374317004,West Longden Avenue,Arcadia
060374317004_060374318001,West Lemon Avenue,Arcadia
060374317004_060374319001,West Longden Avenue,Arcadia
060375300052_060375302031,North Wilcox Avenue,Montebello
060375302022_060375302031,North Garfield Avenue,Montebello
060375302031_060375302041,North Garfield Avenue,Montebello
060375302023_060375302031,North Garfield Avenue,Montebello
060375438022_060375438023,Dolores Street,Carson
060375437012_060375438023,South Main Street,Carson
060375437011_060375438023,East 223rd Street,Carson
060375438023_060375438024,East 223rd Street,Carson
060375436011_060375438023,South Main Street,Carson
060374317001_060374317002,West Naomi Avenue,Arcadia
060374308024_060374317001,West Naomi Avenue,Arcadia
060374317002_060374317003,West Norman Avenue,Arcadia
060374308024_060374317002,East Camino Real Avenue,Arcadia
060371343061_060371345211,Canoga Avenue,Los Angeles
060371345211_060371345221,Canoga Avenue,Los Angeles
060371345202_060371345211,Sherman Way,Los Angeles
060371342013_060371345211,Saticoy Street,Los Angeles
060371342012_060371345211,Saticoy Street,Los Angeles
060378003272_060378003273,Cheseboro Canyon Road,Agoura Hills
060378003271_060378003272,Argos Street,Agoura Hills
060378003272_060378003292,Ventura Freeway,Agoura Hills
060378003272_060378003281,Ventura Freeway,Agoura Hills
060378003271_060378003273,East Thousand Oaks Boulevard,Agoura Hills
060378003241_060378003273,East Thousand Oaks Boulevard,Agoura Hills
060378003271_060378003292,Ventura Freeway,Agoura Hills
060378003241_060378003271,Ventura Freeway,Agoura Hills
060378003261_060378003271,Ventura Freeway,Agoura Hills
060374080052_060374080053,Hillside Drive,West Covina
060374080051_060374080053,Mountain Ridge Road,West Covina
060374080032_060374080053,South Azusa Avenue,West Covina
060374080053_060374080061,South Azusa Avenue,West Covina
060374080051_060374080052,Hillside Drive,West Covina
060374080032_060374080052,South Azusa Avenue,West Covina
060374066012_060374080052,South Azusa Avenue,West Covina
060374066011_060374080052,South Azusa Avenue,West Covina
060374063002_060374080051,Promontory Place,West Covina
060374034072_060374080051,Bentley Court,West Covina
060374080051_060374080061,Mountain Ridge Road,West Covina
060375541051_060375541052,Bellflower Bike Trail,Bellflower
060375541012_060375541052,Alondra Boulevard,Bellflower
060375541052_060375542041,Bellflower Boulevard,Bellflower
060375541052_060375542043,Bellflower Boulevard,Bellflower
060375540021_060375541052,Flora Vista Street,Bellflower
060375541041_060375541052,Cornuta Avenue,Bellflower
060375541042_060375541052,Cornuta Avenue,Bellflower
060377020021_060377020022,Neilson Way,Santa Monica
060377020022_060377020024,Hollister Avenue,Santa Monica
060377020022_060377021024,Neilson Way,Santa Monica
060377020022_060377021025,3rd Street,Santa Monica
060377020021_060377020024,Pacific Street,Santa Monica
060377020021_060377021021,Ocean Front Walk,Santa Monica
060377020021_060377021024,Ocean Park Boulevard,Santa Monica
060377019023_060377020021,Ocean Front Walk,Santa Monica
060377020021_060379902000,Bicknell Avenue,Santa Monica
060375531004_060375541051,Woodruff Avenue,Bellflower
060375531003_060375541051,Woodruff Avenue,Bellflower
060375541051_060375542041,Bellflower Bike Trail,Bellflower
060375541041_060375541051,Cornuta Avenue,Bellflower
060375541042_060375541051,Woodruff Avenue,Bellflower
060377019023_060377020024,Pico Boulevard,Santa Monica
060377016011_060377016021,Stanford Street,Santa Monica
060372643023_060377016011,Montana Avenue,Los Angeles
060372643022_060377016011,Wilshire Boulevard,Santa Monica
060373009021_060373009022,East Glenoaks Boulevard,Glendale
060373009012_060373009022,Mount Carmel Drive,Glendale
060373009021_060373010003,Glendale Freeway,Glendale
060373009021_060374608001,North Figueroa Street,Glendale
060373009012_060373009021,Marengo Drive,Glendale
060375527004_060375527005,Abingdon Street,Norwalk
060375527003_060375527005,Excelsior Drive,Norwalk
060375527005_060375528001,Rosecrans Avenue,Norwalk
060375527005_060375528002,Lindale Street,Norwalk
060375527005_060375529001,Excelsior Drive,Norwalk
060375521003_060375527005,Rosecrans Avenue,Norwalk
060375521002_060375527005,Rosecrans Avenue,Norwalk
060375527003_060375527004,Abingdon Street,Norwalk
060374004042_060374004043,East Sierra Madre Avenue,Glendora
060374004042_060374010011,East Sierra Madre Avenue,Glendora
060374004042_060379303011,Glendora Mountain Road,Glendora
060374004031_060374004042,Gordon Highlands Road,Glendora
060374004042_060374005011,Glendora Mountain Road,Glendora
060374803041_060374803043,West Main Street,Alhambra
060374803031_060374803041,North Atlantic Boulevard,Alhambra
060374803041_060374809011,South Atlantic Boulevard,Alhambra
060374024021_060374024061,Fairplex Drive,Pomona
060374024052_060374024061,West Orange Grove Avenue,Pomona
060375527002_060375527003,Excelsior Drive,Norwalk
060375536021_060375536022,Century Boulevard,Paramount
060375362004_060375536021,Paramount Boulevard,Paramount
060375535022_060375536021,Paramount Boulevard,Paramount
060375535042_060375536021,Paramount Boulevard,Paramount
060375535043_060375536021,Howe Street,Paramount
060375536012_060375536021,Arthur Avenue,Paramount
060375362004_060375536022,Century Boulevard,Paramount
060375362005_060375536022,Century Boulevard,Paramount
060375536012_060375536022,Garfield Avenue,South Gate
060371096032_060371096033,Mayall Street,Los Angeles
060371096031_060371096033,Lassen Street,Los Angeles
060371096033_060371098004,San Diego Freeway,Los Angeles
060371096033_060371172022,San Diego Freeway,Los Angeles
060371096033_060371097001,San Diego Freeway,Los Angeles
060371096033_060371096042,Devonshire Street,Los Angeles
060371096033_060371096041,Devonshire Street,Los Angeles
060371096033_060371171022,Lassen Street,Los Angeles
060371096033_060371172012,San Diego Freeway,Los Angeles
060371096031_060371096032,Mayall Street,Los Angeles
060371096011_060371096032,Tuba Street,San Fernando
060371096012_060371096032,Lemona Avenue,San Fernando
060371096032_060371096042,Lemona Avenue,Los Angeles
060371096012_060371096031,Lassen Street,Los Angeles
060371096031_060371171021,Lassen Street,Los Angeles
060371096031_060371171022,Lassen Street,Los Angeles
060371096031_060371172012,Lassen Street,Los Angeles
060375320011_060375320012,East Olympic Boulevard,East Los Angeles
060375319021_060375320011,South Concourse Avenue,Los Angeles
060375319022_060375320011,East Olympic Boulevard,East Los Angeles
060375302042_060375320011,Whittier Boulevard,Montebello
060375320011_060375320021,West Olympic Boulevard,Montebello
060375319022_060375320012,East Olympic Boulevard,East Los Angeles
060375319023_060375320012,Southside Drive,Montebello
060375320012_060375323033,Yates Avenue,Commerce
060375320012_060375320021,South Maple Avenue,Montebello
060375320012_060375320022,South Maple Avenue,Montebello
060710100202_060710100203,Hesperia Road,Hesperia
060710100143_060710100203,Main Street,Hesperia
060710100203_060710100212,I Avenue,Hesperia
060710100192_060710100203,Hesperia Road,Hesperia
060710100201_060710100202,Santa Fe Avenue East,Hesperia
060710100202_060710100241,Joshua Street,Hesperia
060710100202_060710100212,I Avenue,Hesperia
060710100202_060710100213,I Avenue,Hesperia
060710100192_060710100202,Hesperia Road,Hesperia
060710100201_060710100243,Santa Fe Avenue East,Hesperia
060710100201_060710100242,Ranchero Road,Hesperia
060710100201_060710100241,Bangor Avenue,Hesperia
060374322022_060374322023,Rosemead Boulevard,Rosemead
060374322023_060374812012,Rosemead Boulevard,San Gabriel
060374322023_060374329011,Rosemead Boulevard,Rosemead
060374322023_060374329013,East Valley Boulevard,Rosemead
060374322012_060374322023,Mission Drive,Rosemead
060374322011_060374322023,Walnut Grove Avenue,Rosemead
060374322023_060374812021,Grand Avenue,Rosemead
060374322023_060374812023,Walnut Grove Avenue,Rosemead
060374322023_060374812022,Bartlett Avenue,San Gabriel
060374322021_060374322022,Valley Boulevard,Rosemead
060374322022_060374812012,Encinita Avenue,Rosemead
060374321024_060374322022,Encinita Avenue,Rosemead
060374322022_060374329011,Rosemead Boulevard,Rosemead
060374322022_060374329013,Rosemead Boulevard,Rosemead
060374322021_060374812012,Encinita Avenue,Rosemead
060374321024_060374322021,Lower Azusa Road,Rosemead
060374321025_060374322021,Pitkin Street,Rosemead
060374322021_060374329011,Valley Boulevard,Rosemead
060374322021_060374329023,Rio Hondo Avenue,Rosemead
060374322021_060374329021,Valley Boulevard,Rosemead
060375512022_060375512023,Donovan Street,Downey
060375511011_060375512023,Imperial Highway,Downey
060375512012_060375512023,Downey Avenue,Downey
060375512021_060375512022,Alameda Street,Downey
060375511011_060375512022,Donovan Street,Downey
060375511011_060375512021,Alameda Street,Downey
060371276041_060379800081,Valjean Avenue,Los Angeles
060371274004_060371276041,San Diego Freeway,Los Angeles
060371274003_060371276041,Haskell Avenue,Los Angeles
060371276032_060371276041,Hart Street,Los Angeles
060371276031_060371276041,Valjean Avenue,Los Angeles
060371273002_060371276041,San Diego Freeway,Los Angeles
060376025042_060376025071,Yukon Avenue,Hawthorne
060376025042_060376037031,Doty Avenue,Hawthorne
060376025042_060376037033,Doty Avenue,Hawthorne
060375707021_060375707022,Paramount Boulevard,Lakewood
060375706033_060375707022,Candlewood Street,Lakewood
060375706032_060375707022,Paramount Boulevard,Lakewood
060375706031_060375707022,Paramount Boulevard,Lakewood
060375707015_060375707022,Candlewood Street,Lakewood
060375707015_060375707021,Candlewood Street,Lakewood
060375540011_060375540012,Mandale Street,Bellflower
060375540011_060375540014,Ardis Avenue,Bellflower
060375540011_060375541031,Maplewood Street,Bellflower
060375540011_060375541011,Somerset Boulevard,Bellflower
060375540011_060375540021,Somerset Boulevard,Bellflower
060375540012_060375540013,Somerset Boulevard,Bellflower
060375540013_060375540014,Mandale Street,Bellflower
060375533002_060375540013,Cerritos Avenue,Bellflower
060375540013_060375540022,Somerset Boulevard,Bellflower
060375540012_060375540014,Mandale Street,Bellflower
060375540012_060375540021,Stevens Avenue,Bellflower
060375540012_060375540022,Somerset Boulevard,Bellflower
060375540012_060375540023,Nichols Street,Bellflower
060375533001_060375540014,Clark Avenue,Bellflower
060375533002_060375540014,Cerritos Avenue,Bellflower
060375028011_060375028012,San Gabriel River Freeway,Santa Fe Springs
060375028011_060375028014,Orr and Day Road,Santa Fe Springs
060375028011_060375028015,Flallon Avenue,Santa Fe Springs
060375026013_060375028011,Telegraph Road,Santa Fe Springs
060375027003_060375028011,Jersey Avenue,Santa Fe Springs
060375028011_060375504001,San Gabriel River Mid Trail,Santa Fe Springs
060375028012_060375028013,Florence Avenue,Downey
060375028012_060375028014,Orr and Day Road,Santa Fe Springs
060375028012_060375504001,San Gabriel River Freeway,Santa Fe Springs
060375028013_060375028014,Florence Avenue,Santa Fe Springs
060375028013_060375502011,Ringwood Avenue,Santa Fe Springs
060375028013_060375502012,Maidstone Avenue,Norwalk
060375028013_060375028021,Ringwood Avenue,Santa Fe Springs
060375028013_060375504001,Florence Avenue,Downey
060375028014_060375028015,Pioneer Boulevard,Santa Fe Springs
060375028014_060375028021,Florence Avenue,Santa Fe Springs
060375027003_060375028015,Pioneer Boulevard,Santa Fe Springs
060375028015_060375028021,Pioneer Boulevard,Santa Fe Springs
060374812011_060374812012,Sultana Avenue,Temple City
060374812011_060374812013,Sultana Avenue,Temple City
060374321023_060374812011,Encinita Avenue,Temple City
060374320006_060374812011,Encinita Avenue,Temple City
060374320005_060374812011,West Live Oak Avenue,Temple City
060374319003_060374812011,Encinita Avenue,Temple City
060374812012_060374812013,Sultana Avenue,Temple City
060374321024_060374812012,Encinita Avenue,Rosemead
060374321023_060374812012,Encinita Avenue,Temple City
060374320006_060374812012,Encinita Avenue,Temple City
